Product No.,Description,CAS,Package Size,Price (Euro),USP Traceability
PHR2997,Amitraz Related Compound B,33089-74-6,100 mg,EUR 396,1028028
PHR2998,Amitraz Related Compound C,16596-04-6,100 mg,EUR 382,
PHR2999,Antazoline Related Compound A,26953-37-7,40 mg,EUR 325,1038025
PHR3000,Artemether Related Compound B,71939-51-0,40 mg,EUR 599,1042805
PHR3001,Atazanavir Related Compound A,162537-11-3,50 mg,EUR 396,1044356
PHR3002,Atazanavir Sulfate,229975-97-7,500 mg,EUR 163,1044334
PHR3003,Carmustine Related Compound A,2214-72-4,50 mg,EUR 496,1096735
PHR3004,Cefadroxil Related Compound B,22252-43-3,50 mg,EUR 296,1097126
PHR3005,Clotrimazole Impurity F,15469-97-3,50 mg,EUR 297,
PHR3007,10-desacetyl-baccatin III,32981-86-5,50 mg,EUR 496,
PHR3008,Flavoxate Related Compound B,90101-87-4,50 mg,EUR 496,1270720
PHR3009,Gonadorelin Acetate,52699-48-6,100 mg,EUR 496,1296756
PHR3012,Hyoscyamine Related Compound A,,25 mg,EUR 653,1335010
PHR3013,Imiquimod Related Compound D,853792-81-1,50 mg,EUR 396,1338357
PHR3014,Imiquimod Related Compound B,99010-63-6,50 mg,EUR 496,1338335
PHR3015,Iodixanol,92339-11-2,500 mg,EUR 198,1343517
PHR3016,Ioversol,87771-40-2, ,EUR 189,1345104
PHR3017,Ipratropium Bromide Related Compound A,58005-18-8,25 mg,EUR 496,1347518
PHR3018,Ketoprofen Related Compound C,68432-95-1,50 mg,EUR 396,1356552
PHR3019,Lansoprazole Related Compound A,131926-99-3,50 mg,EUR 595,1356927
PHR3022,Latanoprost Related Compound B,145773-22-4,50 mg,EUR 545,1357497
PHR3023,Levofloxacin Related Compound E,1346603-62-0,50 mg,EUR 684,
PHR3024,Linezolid Related Compound C,168828-90-8,50 mg,EUR 496,1367592
PHR3025,Linezolid Related Compound D,174649-09-3,50 mg,EUR 396,1367606
PHR3026,Linezolid R-Isomer,872992-20-6,50 mg,EUR 496,1367639
PHR3027,Linezolid Related Compound A,168828-84-0,50 mg,EUR 496,1367570
PHR3028,Linezolid Related Compound B,216868-57-4,50 mg,EUR 396,1367581
PHR3029,Lomustine,13010-47-4,500 mg,EUR 189,1369419
PHR3030,Lomustine Related Compound B,13908-11-7,50 mg,EUR 496,1369431
PHR3031,Lufenuron,103055-07-8,500 mg,EUR 120,1370779
PHR3032,Mafenide Related Compound A,3240-35-5,100 mg,EUR 496,1286209
PHR3033,Maprotiline Hydrochloride,10347-81-6,500 mg,EUR 148,1375207
PHR3034,Meclizine Related Compound A,119-56-2,30 mg,EUR 395,1377010
PHR3035,Melengestrol Acetate,2919-66-6,250 mg,EUR 198,1379254
PHR3036,Metaxalone,1665-48-1,500 mg,EUR 148,1396149
PHR3037,Methimazole,60-56-0,500 mg,EUR 148,1411005
PHR3038,Methimazole Related Compound A,122-07-6,100 mg,EUR 297,1411016
PHR3039,Methimazole Related Compound C,14486-52-3,100 mg,EUR 297,1411038
PHR3040,Methoxsalen,298-81-7,500 mg,EUR 120,1417001
PHR3041,Methoxsalen Related Compound A,484-20-8,50 mg,EUR 496,1065345
PHR3042,Methyl Salicylate Related Compound A,5985-24-0,100 mg,EUR 297,1437461
PHR3043,Methylprednisolone Related Compound C,61919-52-6,50 mg,EUR 545,1435036
PHR3045,Methylprednisolone Hemisuccinate Related Compound D,119657-85-1,100 mg,EUR 599,
PHR3046,Metoprolol Fumarate,119637-66-0,500 mg,EUR 198,1441287
PHR3047,Midodrine Hydrochloride,3092-17-9,500 mg,EUR 198,1443704
PHR3048,Midodrine Related Compound A,3600-87-1,100 mg,EUR 396,1443715
PHR3049,Milrinone Related Compound A,80047-24-1,100 mg,EUR 496,1443919
PHR3051,Minoxidil Related Compound E,70476-82-3,500 mg,EUR 472,1445200
PHR3052,Moexipril Related Compound E,82586-62-7,50 mg,EUR 396,1445642
PHR3053,Moexipril Related Compound F,82717-96-2,50 mg,EUR 496,1445653
PHR3056,Nabumetone,42924-53-8,500 mg,EUR 174,1449518
PHR3058,Nateglinide Related Compound A,7077-05-6,30 mg,EUR 396,1457618
PHR3059,Nebivolol Hydrochloride,152520-56-4,300 mg,EUR 519,1457833
PHR3060,Nicotine Related Compound A/EP Impurity A,2743-90-0,50 mg,EUR 496,1463326
PHR3061,Nicotine Related Compound B,487-19-4,50 mg,EUR 396,1463337
PHR3062,Nicotine Related Compound D,,50 mg,EUR 437,1463359
PHR3063,Nicotine Related Compound F,5746-86-1,50 mg,EUR 396,1463371
PHR3064,Nicotine Related Compound G,494-52-0,50 mg,EUR 545,1463382
PHR3067,Nitrofurazone Related Compound A,112537-96-9,1 g,EUR 445,1466007
PHR3068,Norgestrel Related Compound L,21800-83-9,50 mg,EUR 396,1472043
PHR3069,Olopatadine Hydrochloride,140462-76-6,300 mg,EUR 178,1478403
PHR3071,Oxcarbazepine Related Compound C,578-95-0,25 mg,EUR 347,1483185
PHR3072,Paliperidone Related Compound B,84163-13-3,50 mg,EUR 496,1491820
PHR3073,Pamabrom Related Compound A,85-18-7,50 mg,EUR 347,1121038
PHR3074,Pantoprazole Related Compound B,102625-64-9,50 mg,EUR 297,1494910
PHR3075,Pantoprazole Related Compound C,97963-62-7,50 mg,EUR 297,1494920
PHR3076,Paroxetine Related Compound C,,50 mg,EUR 445,1500240
PHR3077,Paroxetine Related Compound F,110429-36-2,50 mg,EUR 545,1500273
PHR3078,Perindopril Related Compound A,80875-98-5,50 mg,EUR 496,1510890
PHR3079,Perphenazine,58-39-9,500 mg,EUR 224,1511000
PHR3080,Phenylbutyrate Related Compound A,2051-95-8,50 mg,EUR 496,1614523
PHR3081,Phenylbutyrate Related Compound B,529-34-0,200 mg,EUR 496,1614556
PHR3082,Phenylbutyrate Related Compound C,4441-63-8,50 mg,EUR 496,1614534
PHR3083,Phenyltoloxamine Citrate,1176-08-5,200 mg,EUR 148,1534402
PHR3084,Pimobendan,74150-27-9,200 mg,EUR 445,1569315
PHR3085,Piperacillin Related Compound E,59702-31-7,50 mg,EUR 396,1541529
PHR3086,Piroctone Related Compound B,50650-75-4,50 mg,EUR 545,1544428
PHR3088,Plastic Additive 13,112-84-5,200 mg,EUR 174,1545045
PHR3089,Plastic Additive 14,117-81-7,200 mg,EUR 174,1545056
PHR3090,Plastic Additive 3,1709-70-2,400 mg,EUR 99.1,1544949
PHR3091,Plastic Additive 5,31570-04-4,400 mg,EUR 99.1,1544964
PHR3092,Plastic Additive 6,27676-62-6,400 mg,EUR 148,1544971
PHR3093,Plastic Additive 8,2500-88-1,200 mg,EUR 174,1544993
PHR3094,Plastic Additive 9,123-28-4,200 mg,EUR 174,1545001
PHR3095,Plastic Additive 10,693-36-7,200 mg,EUR 99.1,1545012
PHR3096,Plastic Additive 11,65447-77-0,200 mg,EUR 174,1545023
PHR3098,Pravastatin Related Compound A,81093-43-8,30 mg,EUR 712,1554217
PHR3099,Prazosin Hydrochloride,19237-84-4,500 mg,EUR 195,1554705
PHR3100,Prazosin Related Compound D,40172-95-0,50 mg,EUR 419,
PHR3101,Prednicarbate,73771-04-7,500 mg,EUR 159,1554909
PHR3102,Prednicarbate Related Compound C,5740-62-5,50 mg,EUR 419,1554931
PHR3103,11-epi-Prednisolone,600-90-8,50 mg,EUR 444,
PHR3104,Pregabalin Related Compound C,61312-87-6,50 mg,EUR 461,1559647
PHR3105,Prilocaine,721-50-6,500 mg,EUR 157,1560990
PHR3106,Prilocaine Hydrochloride,1786-81-8,500 mg,EUR 157,1561008
PHR3107,Prilocaine Related Compound A,636-21-5,200 mg,EUR 419,1561019
PHR3108,Primaquine Phosphate,63-45-6,500 mg,EUR 157,1561507
PHR3109,Primidone,125-33-7,500 mg,EUR 172,1562000
PHR3110,Primidone Related Compound A,7206-76-0,50 mg,EUR 575,1562011
PHR3111,Primidone Related Compound C,90-26-6,50 mg,EUR 517,1562033
PHR3112,Probucol,23288-49-5,500 mg,EUR 145,1563309
PHR3113,Probucol Related Compound A,23288-49-5,50 mg,EUR 575,1563309
PHR3114,Prochlorperazine Maleate,84-02-6,500 mg,EUR 172,1566001
PHR3115,Proguanil Related Compound A,44830-55-9,50 mg,EUR 517,1568028
PHR3116,Proguanil Related Compound C,13590-98-2,50 mg,EUR 419,1568051
PHR3117,Proguanil Related Compound E,1482-62-8,50 mg,EUR 419,1568073
PHR3119,Propranolol Related Compound A,36112-95-5,50 mg,EUR 419,1576016
PHR3120,Pyridostigmine Bromide,101-26-8,500 mg,EUR 157,1586009
PHR3121,Quetiapine Related Compound B,111974-74-4,40 mg,EUR 419,1592737
PHR3122,Quetiapine Related Compound G,3159-07-7,40 mg,EUR 419,1592781
PHR3123,Rabeprazole Related Compound C,583-39-1,50 mg,EUR 461,1598042
PHR3124,Rabeprazole Related Compound E,117977-21-6,50 mg,EUR 461,1598064
PHR3125,Rabeprazole Related Compound F,168167-42-8,30 mg,EUR 472,1598075
PHR3126,Raltegravir Potassium,871038-72-1,500 mg,EUR 183,
PHR3127,Raltegravir Related Compound E,1193687-87-4,50 mg,EUR 806,
PHR3128,Ramipril Related Compound A,108313-11-7,50 mg,EUR 419,1598507
PHR3129,Repaglinide Related Compound A,219921-94-5,25 mg,EUR 461,1600824
PHR3130,Repaglinide Related Compound C,1803084-79-8,50 mg,EUR 461,1600846
PHR3131,Repaglinide Related Compound E,147852-26-4,50 mg,EUR 806,1600868
PHR3132,Riluzole Related Compound A,461-82-5,50 mg,EUR 461,1604348
PHR3133,Ropinirole Related Compound B,221264-21-7,100 mg,EUR 517,1605227
PHR3134,Selegiline Hydrochloride,14611-52-0,500 mg,EUR 229,1611900
PHR3135,Spironolactone Related Compound C,976-70-5,50 mg,EUR 517,1619039
PHR3136,Sulfamethazine,57-68-1,1 g,EUR 147,1629000
PHR3138,Terazosin Related Compound B,,100 mg,EUR 461,
PHR3139,Terazosin Related Compound C,1486464-41-8,50 mg,EUR 575,
PHR3140,Tetracaine,94-24-6,100 mg,EUR 172,1649991
PHR3142,7-Methylxanthine,552-62-5,50 mg,EUR 575,
PHR3143,Thioridazine Hydrochloride,130-61-0,500 mg,EUR 157,1663008
PHR3144,Timolol Related Compound A,26839-77-0,50 mg,EUR 575,
PHR3145,Torsemide Related Compound A,72811-73-5,50 mg,EUR 461,1672315
PHR3146,Trandolapril,87679-37-6,250 mg,EUR 172,1672687
PHR3147,Tranylcypromine Related Compound A,54779-58-7,100 mg,EUR 461,1672916
PHR3148,Trazodone Related Compound D,1263278-80-3,50 mg,EUR 461,1673544
PHR3149,Triclocarban Related Compound C,4300-43-0,40 mg,EUR 461,1681845
PHR3150,Trifluridine,70-00-8,200 mg,EUR 253,1686309
PHR3151,Trimipramine Maleate,521-78-8,200 mg,EUR 172,1692709
PHR3152,Tropicamide,1508-75-4,500 mg,EUR 147,1699005
PHR3154,Trospium Chloride Related Compound A,76-93-7,50 mg,EUR 461,1699311
PHR3155,Trospium Chloride Related Compound B,63516-30-3,50 mg,EUR 461,1699322
PHR3156,pentanamide (valeramide),626-97-1,50 mg,EUR 461,
PHR3157,pentanoic acid (valeric acid),109-52-4,50 mg,EUR 461,
PHR3158,Vigabatrin Related Compound A,7529-16-0,100 mg,EUR 419,1712012
PHR3160,Vinorelbine Tartrate,125317-39-7,500 mg,EUR 806,1714506
PHR3161,Vinpocetine,42971-09-5,200 mg,EUR 147,1714608
PHR3162,Zaleplon Related Compound A,,30 mg,EUR 461,1724361
PHR3163,Zidovudine Related Compound D,50-89-5,100 mg,EUR 461,1724543
PHR3164,Zileuton Related Compound B,97978-07-9,100 mg,EUR 517,1724678
PHR3165,Ziprasidone Related Compound A,87691-88-1,30 mg,EUR 461,1724419
PHR3166,Aceclofenac,89796-99-6,100 mg,EUR 575,
PHR3167,"1,3-Propanediol",504-63-2,1 mL,EUR 159,1570483
PHR3168,Ademetionine Disulfate Tosylate,97540-22-2,1 g,EUR 461,1012134
PHR3169,Amcinonide,51022-69-6,500 mg,EUR 244,1019202
PHR3170,Amiloxate,71617-10-2,1 g,EUR 172,1347755
PHR3171,Aminobenzoate Potassium,138-84-1,500 mg,EUR 159,1019756
PHR3172,Aminobenzoate Sodium,555-06-6,500 mg,EUR 159,1019767
PHR3173,Aminoglutethimide,125-84-8,500 mg,EUR 229,1025205
PHR3174,Aminohippuric Acid,61-78-9,500 mg,EUR 172,1025351
PHR3175,Anhydrotetracycline Hydrochloride,13803-65-1,50 mg,EUR 461,1035708
PHR3176,Anhydrous Sodium Succinate,150-90-3,500 mg,EUR 172,1614716
PHR3177,Apraclonidine Hydrochloride,73218-79-8,200 mg,EUR 461,1041609
PHR3178,Bupropion Hydrobromide,905818-69-1,500 mg,EUR 207,1078846
PHR3179,Estropipate,7280-37-7,1 g,EUR 172,1255500
PHR3180,Glyceryl Distearate,1323-83-7,1 g,EUR 157,1295724
PHR3181,Hexylene Glycol,107-41-5,250 mg,EUR 172,1308200
PHR3182,Homatropine Hydrobromide,51-56-9,500 mg,EUR 172,1310008
PHR3183,Homatropine Methylbromide,80-49-9,500 mg,EUR 172,1311000
PHR3184,Hydralazine Hydrochloride,304-20-1,500 mg,EUR 172,1313006
PHR3185,Hydrocortisone Valerate,57524-89-7,500 mg,EUR 172,1321004
PHR3186,Hydroxocobalamin Acetate,22465-48-1,250 mg,EUR 172,1324308
PHR3187,Ifosfamide,3778-73-2,1 g,EUR 183,1336205
PHR3188,Iodipamide,606-17-7,500 mg,EUR 159,1343007
PHR3189,Isobutyl acetate,110-19-0,1.2 mL,EUR 114,1347802
PHR3190,Isoxsuprine Hydrochloride,579-56-6,500 mg,EUR 172,1354003
PHR3191,L-Citrulline,372-75-8,500 mg,EUR 172,1133842
PHR3192,Lactitol,81025-04-9,1 g,EUR 157,1356687
PHR3193,Leuprolide Acetate,74381-53-6,5 mg,EUR 575,1358503
PHR3195,Levocetirizine Dihydrochloride,130018-87-0,500 mg,EUR 172,1359969
PHR3196,Levomenol,23089-26-1,200 mg,EUR 147,1362307
PHR3198,Maltol,118-71-8,1 g,EUR 159,1375003
PHR3199,Mandelic Acid,90-64-2,1 g,EUR 147,1375058
PHR3200,Meclocycline Sulfosalicylate,73816-42-9,500 mg,EUR 313,1377508
PHR3201,Meclofenamate Sodium,6385-02-0,1 g,EUR 156,1377803
PHR3202,Methazolamide,554-57-4,1 g,EUR 148,1406005
PHR3203,Methscopolamine Bromide,155-41-9,500 mg,EUR 179,1421009
PHR3204,Methyl Caprate,110-42-9,200 mg,EUR 174,1424233
PHR3206,Mexiletine Hydrochloride,5370-01-4,500 mg,EUR 179,1443250
PHR3207,Mitotane,53-19-0,1 g,EUR 195,1445007
PHR3208,Monobenzone,103-16-2,500 mg,EUR 120,1445506
PHR3209,Morantel Tartrate,26155-31-7,200 mg,EUR 120,1446906
PHR3210,Mupirocin Calcium,115074-43-6,400 mg,EUR 198,1448912
PHR3211,Mycophenolate Sodium,37415-62-6,400 mg,EUR 148,1448989
PHR3212,Nadolol,42200-33-9,400 mg,EUR 148,1449700
PHR3213,Neohesperidin,13241-33-3,50 mg,EUR 396,1458042
PHR3214,Nilutamide,63612-50-0,500 mg,EUR 172,1463472
PHR3215,Nizatidine,76963-41-2,500 mg,EUR 295,1467804
PHR3216,Nortriptyline Hydrochloride,894-71-3,500 mg,EUR 198,1474005
PHR3217,Oxaprozin,21256-18-8,500 mg,EUR 148,1482207
PHR3218,Pentoxifylline,6493-05-6,500 mg,EUR 148,1508901
PHR3219,Perflubron,423-55-2,1 mL,EUR 148,1510801
PHR3220,Phenazopyridine Hydrochloride,136-40-3,500 mg,EUR 148,1515000
PHR3221,Phenylephrine Bitartrate,17162-39-9,50 mg,EUR 224,1532950
PHR3222,Phosphoric acid,7664-38-2,5 x 1.5 mL,EUR 148,1535802
PHR3223,Pimozide,2062-78-4,500 mg,EUR 134,1539508
PHR3224,Pindolol,13523-86-9,500 mg,EUR 195,1539701
PHR3225,Pralidoxime Chloride,14018-50-9,500 mg,EUR 147,
PHR3226,Prasugrel Hydrochloride,389574-19-0,300 mg,EUR 297,
PHR3227,Prednisolone Tebutate,7681-14-3,500 mg,EUR 194,1558003
PHR3228,Promazine Hydrochloride,53-60-1,500 mg,EUR 198,1569000
PHR3229,Proparacaine Hydrochloride,5875-06-9,500 mg,EUR 347,1571001
PHR3231,Pyrimethamine,58-14-0,500 mg,EUR 148,1589007
PHR3232,Quinidine Gluconate,7054-25-3,500 mg,EUR 148,1595000
PHR3233,Quinidine Sulfate,6591-63-5,1 g,EUR 148,1595509
PHR3234,Racepinephrine Hydrochloride,329-63-5,50 mg,EUR 198,
PHR3235,Rosmarinic Acid,20283-92-5,50 mg,EUR 148,1605952
PHR3236,Roxarsone,121-19-7,500 mg,EUR 120,1606208
PHR3237,Sodium Phenylbutyrate,1716-12-7,500 mg,EUR 198,1614512
PHR3238,Sodium Salicylate,54-21-7,1 g,EUR 148,1614636
PHR3239,Sulfabenzamide,127-71-9,500 mg,EUR 248,1623706
PHR3240,Sulfachlorpyridazine,80-32-0, ,EUR 160,1624505
PHR3241,Sulfadoxine,2447-57-6,500 mg,EUR 174,1626500
PHR3242,Sulfamethizole,144-82-1,500 mg,EUR 174,1630009
PHR3243,Sulfasalazine,599-79-1,250 mg,EUR 99.1,1636005
PHR3244,Sulfinpyrazone,57-96-5,500 mg,EUR 148,1637008
PHR3245,TAGATOSE,87-81-0,500 mg,EUR 148,1642904
PHR3246,Terbutaline Sulfate,23031-32-5,250 mg,EUR 174,1643500
PHR3247,Terconazole,67915-31-5,500 mg,EUR 174,1643703
PHR3248,Terpin Hydrate,2451-01-6,1 g,EUR 174,1644003
PHR3249,Thalidomide,50-35-1,500 mg,EUR 147,1652500
PHR3250,Thioguanine,154-42-7,500 mg,EUR 174,1660000
PHR3251,Tolbutamide,64-77-7,500 mg,EUR 148,1670003
PHR3252,Transplatin,14913-33-8,50 mg,EUR 496,1672803
PHR3253,Triamcinolone,124-94-7,500 mg,EUR 148,1676000
PHR3254,Triamcinolone Hexacetonide,5611-51-8,500 mg,EUR 248,1679008
PHR3255,Trihexyphenidyl Hydrochloride,52-49-3,500 mg,EUR 174,1687006
PHR3256,Trihexyphenidyl Related Compound A,886-06-6,50 mg,EUR 545,1687017
PHR3257,Trioxsalen,3902-71-4,500 mg,EUR 198,1693009
PHR3258,Tripelennamine Hydrochloride,154-69-8,500 mg,EUR 148,1695004
PHR3260,Uracil Arabinoside,3083-77-0,100 mg,EUR 198,1705800
PHR3261,Xanthanoic Acid,82-07-5,200 mg,EUR 396,1720000
PHR3262,Xanthone,90-47-1,200 mg,EUR 395,1720203
PHR3263,Xylazine,7361-61-7,500 mg,EUR 148,1720407
PHR3264,Xylazine Hydrochloride,23076-35-9,500 mg,EUR 148,1720429
PHR3265,Yohimbine Hydrochloride,65-19-0,500 mg,EUR 148,1724000
PHR3266,Zalcitabine,7481-89-2,500 mg,EUR 174,1724306
PHR3267,Rimantadine Hydrochloride,1501-84-4,500 mg,EUR 148,1604508
PHR3269,Sitagliptin Impurity C,1345822-86-7,40 mg,EUR 595,
PHR3270,Sitagliptin Impurity B (Ph. Eur.),1345822-87-8,40 mg,EUR 785,
PHR3271,Sitagliptin Impurity A,823817-58-9,40 mg,EUR 644,
PHR3272,Balsalazide Related Compound B,1798395-96-6,50 mg,EUR 489,1048277
PHR3273,(2S)-2-amino-3-(phenylamino)propanoic acid,145545-23-9,50 mg,EUR 880,
PHR3274,4-Methyl-2-pentanol,108-11-2,3 x 1.2 mL,EUR 122,
PHR3275,n-Hexanol,111-27-3,3 x 1.2 mL,EUR 122,
PHR3276,Chloroacetonitrile,107-14-2,3 x 1.2 mL,EUR 122,
PHR3277,Chloroquine Related Compound D,1476-52-4,40 mg,EUR 635,1118350
PHR3278,Chloroquine Related Compound E,,40 mg,EUR 586,1118361
PHR3280,Cetirizine Related Compound B,108983-83-1,40 mg,EUR 437,1102941
PHR3283,Benazepril Related Compound C,86541-78-8,75 mg,EUR 599,1048641
PHR3284,Cinnamaldehyde,14371-10-9,200 mg,EUR 272,
PHR3288,Atomoxetine Related Compound B,873310-28-2,30 mg,EUR 496,1044488
PHR3290,2-furaldehyde,98-01-1,50 mg,EUR 198,
PHR3291,Oxalic acid,144-62-7,500 mg,EUR 248,
PHR3292,BENDAMUSTINE RCC,3543-74-6,40 mg,EUR 762,1065254
PHR3293,10-Methoxycarbamazepine,28721-09-7,50 mg,EUR 445,
PHR3294,Licarbazepine,29331-92-8,50 mg,EUR 297,1614512
PHR3296,Cefuroxime Axetil,64544-07-6, ,EUR 151,
PHR3297,Cromolyn Related Compound A,16150-44-0,50 mg,EUR 546,1150513
PHR3298,Cromolyn Related Compound B,16150-45-1,50 mg,EUR 653,1150524
PHR3299,Cyclobenzaprine Related Compound A,18029-54-4,30 mg,EUR 546,
PHR3300,Dextromethorphan Impurity A,1087-69-0,50 mg,EUR 782,
PHR3302,Diatrizoic Acid Related Compound A,1713-07-1,100 mg,EUR 496,1184027
PHR3303,Diatrizoic acid dihydrate,50978-11-5,200 mg,EUR 163,1184005
PHR3304,Diethyltoluamide,134-62-3,3 g,EUR 148,1197007
PHR3305,Diethyltoluamide Related Compound A,2728-05-4, ,EUR 472,1197018
PHR3306,Dofetilide,115256-11-6, ,EUR 472,1224937
PHR3307,Dofetilide Related Compound A,176447-94-2, ,EUR 566,1224948
PHR3308,Doxazosin Related Compound C,23680-84-4,50 mg,EUR 546,1225452
PHR3309,Doxazosin Related Compound E,27631-29-4,50 mg,EUR 496,1225474
PHR3310,Doxazosin mesylate,77883-43-3,500 mg,EUR 179,1225419
PHR3311,Doxazosin Related Compound B,28888-44-0,50 mg,EUR 496,1225441
PHR3312,Doxazosin Related Compound D,3663-80-7,50 mg,EUR 496,1225463
PHR3313,Doxazosin Related Compound A,70918-74-0,50 mg,EUR 496,1225420
PHR3314,Drospirenone,67392-87-4,500 mg,EUR 179,1229409
PHR3315,Fenofibrate Related Compound B,42017-89-0,50 mg,EUR 496,1269618
PHR3316,Flavoxate hydrochloride,3717-88-2,500 mg,EUR 179,1270708
PHR3317,Flavoxate Related Compound A,3468-01-7,50 mg,EUR 496,1270719
PHR3318,Flumazenil Related Compound C,1188-33-6,1 g,EUR 595,1273841
PHR3321,(2RS)-2-(4-methylphenyl)propanoic acid,938-94-3,50 mg,EUR 595,
PHR3322,2-[4-(2-Methylpropyl)phenyl]ethanol,36039-35-7,50 mg,EUR 635,
PHR3323,(2RS)-2-[4-(2-Methylpropyl)phenyl]propan-1-ol,36039-36-8,50 mg,EUR 595,
PHR3324,Ibuprofen Impurity K,43153-07-7,50 mg,EUR 445,
PHR3325,IBUPROFEN IMPURITY L,53949-53-4,50 mg,EUR 393,
PHR3326,Ibuprofen Impurity C,59512-17-3,50 mg,EUR 382,
PHR3327,Ioversol Related Compound A,76801-93-9,, ,
PHR3329,"2,5-Dihydroxybenzoic acid",490-79-9,50 mg,EUR 653,
PHR3330,2-Chlorobenzoic acid,118-91-2,50 mg,EUR 595,
PHR3331,Metronidazole Impurity G,1010-93-1,50 mg,EUR 762,
PHR3332,(2S)-2-(5-Iodo-6-methoxynaphthalen-2-yl)propanoic acid,116883-62-6,50 mg,EUR 668,
PHR3333,Naproxen Impurity J,21388-17-0,50 mg,EUR 546,
PHR3334,Polyethylene Glycol 1500,25322-68-3,1 g,EUR 163,1546503
PHR3334,Polyethylene Glycol 1500,25322-68-3,1 g,EUR 163,1546503
PHR3335,Polyethylene Glycol 200,25322-68-3,1 g,EUR 163,1546401
PHR3335,Polyethylene Glycol 200,25322-68-3,1 g,EUR 163,1546401
PHR3336,Polyethylene Glycol 300,25322-68-3,1 g,EUR 163,1546423
PHR3336,Polyethylene Glycol 300,25322-68-3,1 g,EUR 163,1546423
PHR3337,Polyethylene Glycol 3000,25322-68-3,1 g,EUR 163,1546525
PHR3337,Polyethylene Glycol 3000,25322-68-3,1 g,EUR 163,1546525
PHR3338,Polyethylene Glycol 600,25322-68-3,1 g,EUR 163,1546467
PHR3339,Ramipril Related Compound B,295328-72-2, ,EUR 519,1598323
PHR3340,Repaglinide Related Compound B,99469-99-5,100 mg,EUR 496,1600835
PHR3343,Rivastigmine,123441-03-2,0.2 mL,EUR 196,1604836
PHR3345,Ropinirole Related Compound A,139122-19-3,100 mg,EUR 496,1605216
PHR3346,Rosuvastatin Related Compound C,,50 mg,EUR 653,
PHR3347,Sevoflurane Related Compound B,13171-18-1,0.5 mL,EUR 653,1612572
PHR3348,Sevoflurane,28523-86-6,1 mL,EUR 196,1612540
PHR3349,Sevoflurane Related Compound C,920-66-1,0.5 mL,EUR 653,1612594
PHR3353,Sotalol Related Compound B,83922-54-7,100 mg,EUR 537,1617420
PHR3356,Fosinopril sodium,88889-14-9,500 mg,EUR 217,1283404
PHR3357,Lamivudine Impurity J,145986-07-8,50 mg,EUR 653,
PHR3359,Sulindac,38194-50-2,500 mg,EUR 198,1642008
PHR3362,Teniposide Related Compound A,6559-91-7,20 mg,EUR 347,1643747
PHR3363,Terbinafine Related Compound C,877265-30-0,50 mg,EUR 471,
PHR3364,Terbinafine Related Compound D,877265-33-3, ,EUR 519,1437701
PHR3365,5-(2-Hydroxyethyl)-4-methylthiazole,137-00-8,50 mg,EUR 545,
PHR3367,Ticlopidine hydrochloride,53885-35-1,300 mg,EUR 179,1667144
PHR3369,Topotecan Related Compound C,7689-03-4,50 mg,EUR 496,1672280
PHR3370,Torsemide,56211-40-6, ,EUR 236,
PHR3372,Trazodone Hydrochloride,25332-39-2,500 mg,EUR 196,1673500
PHR3373,Trazodone Related Compound F,52605-52-4,50 mg,EUR 599,1673566
PHR3374,Triamcinolone Acetonide Related Compound C,161740-69-8, ,EUR 472,1679037
PHR3376,Tropicamide Related Compound A,33403-97-3,200 mg,EUR 496,1699016
PHR3378,Trospium chloride,10405-02-4,200 mg,EUR 297,1699300
PHR3382,Zileuton Related Compound C,22720-75-8,100 mg,EUR 445,1724689
PHR3385,Bisacodyl Related Compound C,72901-16-7,50 mg,EUR 818,1074051
PHR3386,Betaxolol Related Compound A,67193-95-7,50 mg,EUR 534,1069914
PHR3387,Carbinoxamine Related Compound C,,50 mg,EUR 445,1096032
PHR3388,Bisacodyl Related Compound A,603-41-8,50 mg,EUR 708,
PHR3390,Bisacodyl Related Compound E,111664-35-8,40 mg,EUR 708,1074073
PHR3391,Bumetanide Related Compound B,28328-53-2,50 mg,EUR 586,
PHR3392,Bicalutamide Related Compound B,1166228-30-3,40 mg,EUR 445,1071224
PHR3393,Bumetanide Related Compound A,28328-54-3,40 mg,EUR 534,
PHR3394,Bicalutamide Related Compound A,945419-64-7,50 mg,EUR 534,1071213
PHR3395,Meloxicam Related Compound D,,50 mg,EUR 546,
PHR3397,Sertraline Hydrochloride Related Compound A,79617-99-5,50 mg,EUR 653,
PHR3398,S-Selenomethionine,3211-76-5,200 mg,EUR 148,1611955
PHR3402,Argatroban monohydrate,141396-28-3,500 mg,EUR 472,
PHR3403,Azithromycin Related Compound H,612069-30-4, ,EUR 472,1046023
PHR3404,Chlorthalidone,77-36-1,400 mg,EUR 134,
PHR3405,Fluorometholone,426-13-1,400 mg,EUR 207,
PHR3406,"Pravastatin 1,1,3,3-tetramethylbutylamine",151006-14-3,400 mg,EUR 445,
PHR3407,Pravastatin Sodium,81131-70-6,100 mg,EUR 178,
PHR3408,Repaglinide,135062-02-1,400 mg,EUR 198,1600813
PHR3410,Methylcobalamin,13422-55-4,200 mg,EUR 134,
PHR3411,Deferoxamine Mesylate,138-14-7,500 mg,EUR 196,
PHR3417,Carboplatin,41575-94-4,200 mg,EUR 217,1096407
PHR3420,Hydroxocobalamin Chloride,,, ,
PHR3421,Mupirocin Lithium,73346-79-9, ,EUR 184,1448923
